EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010764547,COLUMBUS MUSIC AND ART ACADEMY,,7827 WINDY HILL CT,DUBLIN,OH,43016-8660,0000,03,3,1000,200311,1,16,000000000,1,01,202312,4,4,01,0,12,172909,327173,327173,A60,
010765414,CUDDLES FOR OUR KIDS,% ROSALAIND D PRICE,1391 ANDRUS ST,AKRON,OH,44301-1725,0000,03,3,1200,200304,1,15,000000000,1,01,202408,0,0,02,0,08,0,0,0,O20,
010766197,RESTORATION RESOURCES MINISTRY INC,% TIMOTHY BUTTREY,7071 CORPORATE WAY SUITE 208,DAYTON,OH,45459-8911,0000,03,3,7200,200509,1,15,000000000,1,01,202412,1,4,01,0,12,9253,307270,307270,P46,TRUE RELATIONSHIPS
010767254,HALVERSTADT FAMILY FOUNDATION,% RAYMOND T GRIFFIN,132 S VINE ST,LISBON,OH,44432-1412,0000,03,3,1000,200502,1,04,000000000,1,01,202406,1,1,00,1,06,6835,1425,,T20,
010768551,ASHLAND COUNTY LIFEWORX INC,% BEATRICE KAMP,12 EVERGREEN CT,ASHLAND,OH,44805-2019,0000,03,3,1200,200911,1,15,000000000,1,01,,3,3,00,0,06,,,,P20,
010769106,BUCKEYE OLIVER COLLECTORS,% BILLIE D HUCK,55061 POPLAR AVE,LANSING,OH,43934-0000,0000,07,3,1000,200307,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,N50,
010771755,MAHONING VALLEY DAHLIA SOCIETY,% DAVE HABEGER,PO BOX 21,CANFIELD,OH,44406-0021,0000,03,3,1000,200712,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,,
010771966,FIBROMUSCULAR DYSPLASIA SOCIETY OF AMERICA INC,% FMDSA,26777 LORAIN RD STE 311,NORTH OLMSTED,OH,44070-3225,0000,03,3,8000,200310,1,15,000000000,1,01,202412,4,4,01,0,12,137816,145437,145437,H90,
010773840,SYRACUSE COMMUNITY CENTER INC,% GORDON FISHER,PO BOX 560,SYRACUSE,OH,45779-0560,0000,03,3,1200,200312,1,16,000000000,1,01,202412,6,3,01,0,12,1055147,63859,63859,N31,
010774338,NORTH RIDGEVILLE AMATEUR SOCCER LEAGUE,% SHAYNE CLEGG,PO BOX 39482,N RIDGEVILLE,OH,44039-0482,0000,03,3,1000,200411,1,16,000000000,1,01,202412,4,4,01,0,12,163346,130783,128122,N64,NRASL
010774677,ZION CHRISTIAN ASSEMBLY,% WILLIAM M POLLEY,PO BOX 132344,COLUMBUS,OH,43213-9344,0000,03,3,7000,200309,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010775286,CAMBRIDGE GUERNSEY COUNTY VISITORS & CONVENTION BUREAU,% DEBBIE ROBINSON,627 WHEELING AVE RM 200,CAMBRIDGE,OH,43725-2291,0000,06,0,1000,000000,0,00,000000000,1,01,202312,5,5,01,0,12,549033,567488,567488,,
010777217,DUBLIN SCIOTO THEATRE BOOSTERS,% JENNIFER RENSHAW,7349 CHAPARRAL RD,COLUMBUS,OH,43235-4254,0000,03,3,1000,202409,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,B11,
010779327,ISAIAHS PLACE INC,,61 S STANFIELD RD,TROY,OH,45373-2992,0000,03,3,1000,200407,1,16,000000000,1,01,202406,6,6,01,0,06,2071330,3207728,3207728,P32,
010779923,THOMAS C & SANDRA S SULLIVAN FOUNDATION,% CATHOLIC DIOCESE OF ELVELAND FDTN,1404 EAST NINTH STREET,CLEVELAND,OH,44114-1740,0928,03,9,1700,194603,1,17,031150120,5,01,202312,7,4,01,0,12,5065980,261130,261130,,
010782751,NATIONWIDE CHILDRENS HOSPITAL,% TIMOTHY ROBINSON,700 CHILDRENS DR,COLUMBUS,OH,43205-2664,4235,03,9,1000,200310,0,12,000000000,1,01,202312,9,9,03,0,12,8225022410,3896489009,3887139371,,GROUP RETURN
010786032,CENTRAL OHIO GREYHOUND RESCUE INC,% JULIE DZIELAWA,PO BOX 460,DUBLIN,OH,43017-0460,0000,03,1,1000,200307,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
010795091,LIFE CHANGING REALITIES FELLOWSHIP INC,% JOHN W NIHART,428 W VINE ST,EDGERTON,OH,43517-9624,0000,03,3,7000,200402,1,10,000000000,1,01,,3,3,06,0,12,,,,X20,
010796774,APPLE GROVE HOMES II INC,% DONALD G ROBERTS,40722 STATE ROUTE 154,LISBON,OH,44432-8500,0000,03,3,1000,200503,1,16,000000000,1,01,202406,5,4,01,0,06,600628,103949,103949,L20,APPLEGROVE II APARTMENTS
010801872,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,% SHANE BAUMAN,705 LIME CITY RD,ROSSFORD,OH,43460-1630,0064,05,9,3000,194008,2,00,263264279,5,01,202506,0,0,02,0,06,0,0,0,J40,2 UTILITY COORDINATING COUNCIL
010805301,HOBBY RADIO INC,% RICHARD L WHITMORE,6747 STATE ROUTE 56,ATHENS,OH,45701-9021,0000,03,3,1200,200509,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B60,UNION STATION
010805468,LIVING BREAD RADIO,% BARBARA GASKELL,4365 FULTON DR NW,CANTON,OH,44718-2823,0000,03,3,7000,200404,1,15,000000000,1,01,202406,5,4,01,0,06,904918,484203,414451,X84,
010807572,MOTIVASIANS FOR CLEVELAND,% STEPHEN J ONG,325 6TH ST,FAIRPORT HBR,OH,44077-5650,0000,03,3,1200,202006,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A23,
010808301,A BAND OF BROTHERS INC,% DANIEL EVANS,4675 MEADOWVIEW DR NW,CANTON,OH,44718-1773,0000,19,3,1000,200407,1,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,W30,
010809471,THE OHIO STATE UNIVERSITY,% JOYCE ZWIEBEL,2750 HARDING HWY,LIMA,OH,45804-3434,5925,03,9,2000,201305,0,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,,MILKY WAY DAIRY 4-H CLUB
010810258,BETHESDA HOUSE OF WORSHIP,% SATISH GANGAM,1550 MAGNOLIA DR,CINCINNATI,OH,45215-1914,0000,03,3,1000,200609,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010813672,ASIAN FESTIVAL CORPORATION,% YUNG CHEN LU,3569 REFUGEE ROAD,COLUMBUS,OH,43232-9306,0000,03,3,1000,200410,1,16,000000000,1,01,202412,6,4,01,0,12,1040963,445221,445221,N52,
010818992,MOHAWK EDUCATION ASSOCIATION,% LISA ZELLNER,400 MILLER ST,SYCAMORE,OH,44882-9426,0000,05,3,3000,200906,2,00,000000000,5,01,202408,0,0,02,0,08,0,0,0,J40,
010819670,CONSTRUCTION CAREER DAYS COMMITTEE,% ALLIED CONSTRUCTION INDUSTRIES,3 KOVACH DR,LOCKLAND,OH,45215-1000,0000,03,3,1000,200605,1,15,000000000,5,01,202212,0,0,02,0,12,0,0,0,P30,
010820722,BRUSH BAND BOOSTERS,% BRUSH HIGH SCHOOL,1398 CRANOVER RD,LYNDHURST,OH,44124-2322,0000,03,3,1200,201710,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,A6C,
010823642,MISSION OF SIGHT,% DENISE THIEL,1328 MT VERNON AVENUE - SUITE 43,MARION,OH,43302-5627,0000,03,3,1700,200806,1,15,000000000,1,01,,0,0,13,0,06,,,,B90,
010825024,LITTLE LEAGUE BASEBELL INC,% SARAH PROSCH,10597A US HIGHWAY 52,STOUT,OH,45684-9086,3158,03,9,1000,196701,1,15,321059000,1,01,202412,0,0,02,0,12,0,0,0,N630,1351110 PORTSMOUTH LL
010826984,LIGHTHOUSE ASSEMBLY OF GOD,% ALEX COLON,8405 PULSAR PL STE 200,COLUMBUS,OH,43240-4043,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
010830518,FOSTORIA RAIL PRESERVATION SOCIETY,% ELLEN GATRELL,4472 MAYFLOWER RD,FOSTORIA,OH,44830-9708,0000,03,3,1200,202212,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A80,
010831019,THE OHIO STATE UNIVERSITY,% DIANNA SMITH,111 JACKSON PIKE,GALLIPOLIS,OH,45631-1568,5925,03,9,2000,201305,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,O52,GOOD TIMES
010831771,REACHING OUT FOR KIDS INC,% RON DUMAS,237 BAXTER AVE,CINCINNATI,OH,45220-1354,0000,03,3,1000,200507,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
010832165,KARAMA CONNECTION,% CONSTANCE NABER,3949 MILLSBRAE AVE APT B,CINCINNATI,OH,45209-2034,0000,03,3,1000,201010,1,15,000000000,1,01,202412,1,3,01,0,12,9636,57397,57397,Q32,
010832520,FRIENDS OF THE ASA WRIGHT NATURE CENTRE INC,% PHILIP P SCHAEFFER,1013 WESTCHESTER WAY,CINCINNATI,OH,45244-5007,0000,03,3,1200,200603,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,C99,
010834859,UPPER OHIO VALLEY OPERA GUILD,% KATHY ANTINONE,PO BOX 2158,WINTERSVILLE,OH,43953-0158,0000,03,3,1000,200907,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A6A,OHIO VALLEY MUSIC GUILD
010835338,OHIO RIVER PRODUCERS,,920 ELM ST,RACINE,OH,45771-8902,0000,03,3,2000,202002,1,04,059000000,5,01,202312,2,3,00,1,12,21467,30202,,O52Z,
010836958,OHIO EARTH SCIENCE TEACHERS ASSOCIATION,% SUSAN ROBERTSON,6800 WOLFF RD,MEDINA,OH,44256-9429,0000,03,3,1200,201407,1,16,000000000,5,01,202506,0,0,02,0,06,0,0,0,O99,OESTA
010839183,HONDURAN CHILDRENS RESCUE FUND,% MARY K KELLER,2470 MIRAMAR BLVD,UNIVERSITY HT,OH,44118-3820,0000,03,3,1200,200706,1,15,000000000,1,01,202412,4,4,01,0,12,135180,321208,321208,Q30,
010839699,THE OHIO STATE UNIVERSITY,% LISA STOBER,109 S SANDUSKY AVE RM 16,UPPER SANDSKY,OH,43351-1435,5925,03,9,2000,201305,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,O52,KIDS GOT THE SPIRIT 4-H CLUB OF WYA
010844666,EDISON DRAMA BOOSTERS,% ALICEN BELL,PO BOX 261,MILAN,OH,44846-0261,0000,03,3,2000,201804,1,16,000000000,5,01,202406,0,0,02,0,06,0,0,0,B11,
010854573,BHAKTA SCHOOL OF TRANSFORMATION INC,% VINCENT ESPOSITO,841 BOARDMAN CANFIELD RD STE 302,YOUNGSTOWN,OH,44512-4230,0000,03,3,1200,200701,1,15,000000000,1,01,202412,4,3,01,0,12,126301,88747,88747,P50,
010856059,FRIENDS OF LAKE HOPE,% TRACEY LAULUSA,PO BOX 107,MCARTHUR,OH,45651-0000,0000,03,3,1000,201705,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N32,
010857189,OTTERBEIN LEBANON RETIREMENT COUNCIL,% JOANNA BURTON,4566 APRICOT AVE,LEBANON,OH,45036-6502,0000,03,3,1200,201105,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,P75,
010860173,JOINT VETERANS COUNCIL OF CUYAHOGA COUNTY,% RONALD SCHWACHENWALD,15801 EDGECLIFF AVE,CLEVELAND,OH,44111-1949,0000,03,3,1000,201501,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,W30,
010860512,OHIO INTERNATIONAL COLLEGE,% HIDEO ISHIKAWA,5295 OLENTANGY RIVER RD,COLUMBUS,OH,43235-3441,0000,03,3,2000,200706,1,11,000000000,1,01,202312,1,0,02,0,12,1,0,0,B41,
010866383,VESSEL OF HONOR INTERNATIONAL MINISTRIES,% REVEREND BONIFACE G GITAU,5221 SERENADE DR,CINCINNATI,OH,45238-4822,5101,03,9,7000,198204,2,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,,
010867586,LAKEVIEW JUNIOR HIGH PARENT TEACHER ORGANIZATION,% FRED MERCHART,12445 AULT RD,PICKERINGTON,OH,43147-7861,0000,03,3,1200,200608,1,15,000000000,1,01,202507,0,0,02,0,07,0,0,0,B94,
010868002,STANDING ON THE PROMISES OF GOD MINISTRY,% BARBARA JOHNSON,595 BERNHARD RD,COLUMBUS,OH,43213-2852,0000,03,3,7000,200810,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,CHURCH OF PERPETUAL PROMISES
010868229,SAHARA CLUB 2,% WAYNE E GRAHAM,2345 YOUNGSTOWN RD SE,WARREN,OH,44484-4318,0000,03,3,2100,200804,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
010868754,NATIONAL ASSOCIATION OF NEGRO BUSIN ESS AND PROFESSIONAL WOMENS C,% PATRICIA L POSTON,PO BOX 353033,TOLEDO,OH,43635-3033,3449,03,9,2000,199809,1,16,040566000,1,01,202406,3,4,01,0,06,65502,117099,117099,W03,MAUMEE BAY CLUB
010870158,GLORIA POINTER TEEN MOVEMENT,,1366 EASST 114H,CLEVELAND,OH,44106-0000,0000,03,3,1000,202312,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,I20,
010873300,GREATER CLEVELAND SOCCER OFFICIALS ASSOCIATION,% BRIAN BANJAC,920 WHITE OAK CIR,MEDINA,OH,44256-3207,0000,06,3,2000,200611,2,00,000000000,1,01,202505,0,0,02,0,05,0,0,0,S41,
010873861,FAITHWAY BAPTIST CHURCH,% EDWARD KWAKYE,51 GRISBY LN,PICKERINGTON,OH,43147-8184,0000,03,3,7000,200710,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,582058 MC
010874480,OHIO COMBAT VETERANS ASSOCIATION,% MATTHEW EYEN,6956 E BROAD ST PMB 120,COLUMBUS,OH,43213-1517,0000,19,3,1000,201006,1,00,000000000,1,01,202412,3,3,02,0,12,35566,38955,38032,W30,
010875227,BRUCE WELLS MINISTRIES INC,,PO BOX 19073,AKRON,OH,44319-9073,4053,03,9,7000,198311,1,10,000000000,5,01,,0,1,06,0,12,,,,,
010878395,CHRISTIANS OVERCOMING CANCER,% MARY JENKINS,81 MILL ST STE 300,GAHANNA,OH,43230-1718,0000,03,3,1000,200807,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,C O C
010882993,PARKER GUN FOUNDATION,% JOHN DAVIS,1417 WHITE BIRCH DR,FINDLAY,OH,45840-7683,0000,03,3,1000,200806,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,N61,
010886220,THE OHIO STATE UNIVERSITY,% KIM SCHIRTZINGER,1415 US HWY 22 SW,WASHINGTON COURT HOUSE,OH,43160-8653,5925,03,9,2000,201305,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,O52,PERRY PEPPY FARMERS 4-H CLUB
010887021,WESTSIDE COMMUNITY SCHOOL OF THE ARTS,% BRIAN PELL,5730 BROADVIEW RD,PARMA,OH,44134-1602,0000,03,3,1000,200904,1,11,000000000,1,01,202406,7,6,01,0,06,5657410,4303489,4302576,B29,
010887315,MIDLOTHIAN FREE HEALTH CLINIC,% MAUREEN A CRONIN,PO BOX 2965,YOUNGSTOWN,OH,44511-0965,0000,03,3,1000,200801,1,15,000000000,1,01,202312,3,3,02,0,12,95705,39460,39460,E32,
010894958,LIONS REACH OUT,% SUSAN GRIFFIN,2976 US HIGHWAY 52,FELICITY,OH,45120-9711,0000,03,3,1000,200710,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P58,
010895551,MARINE CORPS LEAGUE,% CELECIA E DIBBLE,5613 MADISON AVE,ASHTABULA,OH,44004-7156,0955,04,9,3000,194607,1,00,908279265,5,01,202406,0,0,02,0,06,0,0,0,W30,PRIVATE HENRY KALINOWSKI UNIT MCLA
010897159,THE HOUSE OF GLORY INTERNATIONAL CHURCH,% YOLANDA TOLLIVER,431 E 260TH ST,EUCLID,OH,44132-1477,0000,03,3,7000,200907,1,10,000000000,1,01,202312,3,4,06,0,12,69439,196780,196780,X20,
010897638,CHAPEL OF LIGHT MINISTRIES INC,,1394 BARCELONA DR,AKRON,OH,44313-5260,0000,03,3,7000,200807,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010902554,GETHSEMANE APOSTOLIC FAITH,% SHARON COLEMAN-SMITH,PO BOX 22026,BEACHWOOD,OH,44122-0026,0000,03,3,7000,200905,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010902753,REDEMPTION GOSPEL MINISTRIES,% MICHAEL J MILES II,720 TORRINGTON PL,DAYTON,OH,45406-4440,0000,03,3,7000,200804,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010902950,THE LONG MEMORIAL FUND,% MICHAEL LONG,8576 WAYNESBORO WAY,WAYNESVILLE,OH,45068-7713,0000,03,3,1000,200808,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,P20,
010904250,LISBON LANDMARK FOUNDATION,% MARILYN MCCULLOUGH,120 N MARKET ST,LISBON,OH,44432-1114,0000,03,3,1200,200710,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,C99,
010908358,AMERICAN LEGION AUXILIARY,% SUSANNA NOLL,PO BOX 552,SOMERSET,OH,43783-0552,0964,19,9,1000,194610,1,00,000000000,5,01,202412,0,0,02,0,12,0,0,0,,58 LEO RYAN UNIT
010909644,WEST BRANCH CLASSIFIED EMPLOYEES ASSOCIATION,% NANCY BARNETT,14222 ELLETT RD,BELOIT,OH,44609-9280,0000,05,3,3000,200904,2,00,000000000,5,01,202408,0,0,02,0,08,0,0,0,J40,
010912906,DUBLIN COFFMAN MENS SOCCER BOOSTERS,% MICHE,6780 COFFMAN RD,DUBLIN,OH,43017-1027,0000,03,3,1000,200904,1,16,000000000,5,01,202406,0,0,02,0,06,0,0,0,B11,DCMSB
010914738,MANSFIELD AREA INTERGROUP,% DAVID L ARCHER,PO BOX 3834,MANSFIELD,OH,44907-3834,0000,03,3,1000,200812,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,F21,
010916444,TRI-COUNTY NORTH EDUCATION ASSOCIATION,% SHARI FERGUSON,436 N COMMERCE ST,LEWISBURG,OH,45338-9405,0000,05,1,1000,200902,2,00,000000000,5,01,202408,0,0,02,0,08,0,0,0,P20,
010916580,HEALING HEARTS BEYOND THE WALLS INC,% TRENEE PRUITT,3626 PARKER KNOLL LN,COLUMBUS,OH,43219-6209,0000,03,3,1720,201412,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,W99,TRENEE PRUITT
010917297,NAMI OF LAKE COUNTY,% KATIE L JENKINS,1 VICTORIA PL STE 100,PAINESVILLE,OH,44077-3446,0000,03,3,1000,200903,1,15,000000000,1,01,202406,4,4,01,0,06,227470,394843,389681,F30,
010922291,ST MARY CONFERENCE,% PAT SUMMERS,5969 E MAIN STREET,COLUMBUS,OH,43213-0000,6386,03,9,1000,201905,1,15,000000000,5,01,202409,2,3,02,0,09,11965,46486,46486,L21,
010926401,JOY SOCIETY,% ELIZABETH JOY,104 MILL STREET SUITE H2,GAHANNA,OH,43230-3099,0000,03,3,1000,202012,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
010927220,COACH SAMS INNER CIRCLE FOUNDATION,% MIK MILLER,217A,BEACHWOOD,OH,44122-0000,0000,03,3,1000,201002,1,15,000000000,1,01,202406,4,4,01,0,06,150128,366292,269852,T30,
010931602,COMMITTEE FOR NORTHWESTERN,% DENISE L ROBINSON,5780 TROY RD,SPRINGFIELD,OH,45502-8131,0000,04,3,1000,201602,2,00,000000000,5,01,202412,0,0,02,0,12,0,0,0,B11,
010935375,SPIRIT OF HOPE INC,% REV CLARENCE W DAVIS JR,825 SUNSET DR,ENGLEWOOD,OH,45322-2227,0000,03,3,1000,201010,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,O50,
010935379,AMERICAN LEGION AUXILIARY,% TERRY WARDEN,1 CANAL COURT,NEWCOMERSTOWN,OH,43832-0000,0964,19,9,1000,194610,1,00,319907000,5,01,202409,0,0,02,0,09,0,0,0,,0431 THOMAS C MONTGOMERY
010936079,TRANSIENT VETERANS,% GARY LEASURE,2427 EDENHILL AVE,KETTERING,OH,45420-3550,0000,03,3,1000,201511,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
010938517,SUPREME EMBLEM CLUB OF THE UNITED S TATES OF AMERICA INC,,PO BOX 108,GALLIPOLIS,OH,45631-0108,1065,10,9,1000,194910,2,00,602160040,5,01,202312,0,0,02,0,12,0,0,0,S21,GALLIPOLIS
010939086,ARCHBOLD BAND BOOSTERS,% CHRISTI RANZAU,308 SCHLATTER RD,ARCHBOLD,OH,43502-1665,0000,03,3,1000,201003,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B112,
010939940,COLUMBIANA EDUCATION ASSOCIATION,% MARGARET SILVER,32 DELAWARE AVE,POLAND,OH,44514-1624,0000,05,3,3000,202309,2,00,000000000,5,01,202407,0,0,02,0,07,0,0,0,J40,
010941306,FITCH VOLLEYBALL BOOSTERS,% BARBARA PABST,4560 FALCON DR,AUSTINTOWN,OH,44515-3701,0000,03,3,1000,202404,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,N11,
010941310,FOOD FOR GOOD THOUGHT VOCATIONAL SUPPORT,% AUDREY TODD,1216 SUNBURY RD,COLUMBUS,OH,43219-2086,0000,03,3,1000,201011,1,15,000000000,1,01,202412,4,2,02,0,12,251614,24617,22642,P80,
010944106,FUTURE FARMERS OF AMERICA STATE ASSOCIATIONS & LOCAL CHAPTER,% ROGER VOGE,PO BOX 75,W ALEXANDRIA,OH,45381-0075,0000,03,3,2000,202209,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,O52,34040 TWIN VALLEY SOUTH FFA ALUMNI
010946398,INDIAN AMERICAN CHAMBER OF COMMERCE OF GREATER CINCINNATI & N KY,% RAYAN F COUTINHO,6406 THORNBERRY CT STE 220A,MASON,OH,45040-7880,0000,06,3,3000,201103,2,00,000000000,1,01,202312,3,3,02,0,12,29300,39416,39416,S41,
010946699,BELLAIRE JR SPORTS INC,% JOE ANASTASIA,595 WEST 26TH STREET,BELLAIRE,OH,43906-0000,0000,03,3,2000,201805,1,16,000000000,1,01,202410,0,0,02,0,10,0,0,0,B99,
010948026,MALIBA CINCY,% IBRAHIM KANTE,2400 HARPER AVE,NORWOOD,OH,45212-2312,0000,03,3,1000,202405,1,16,000000000,5,01,,0,0,02,0,12,,,,S99,
010949044,LOST AND FOUND CHURCH INC,,15224 MAPLE PARK DR APT 14,MAPLE HEIGHTS,OH,44137-4230,0000,03,3,7100,201102,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010952840,MINISTRY OF SALVATION BAPTIST CHURCH,% PASTOR MIKE RENFORTH,181 SHIRLEY CIR,STEUBENVILLE,OH,43952-1259,0000,03,3,7000,201011,1,10,000000000,5,01,,0,0,06,0,12,,,,X20,
010956955,THE OHIO STATE UNIVERSITY,% TAMMY FRY,113 E MEMORIAL DR,POMEROY,OH,45769-9803,5925,03,9,2000,201305,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,O52,ROUGH RIDERS 4-H CLUB OF MEIGS COUN
010964749,AMVETS,% KELLY DALTON,1 W MAIN ST,HAYESVILLE,OH,44838-6510,0838,19,9,1000,194505,1,00,907000000,5,01,202408,0,0,02,0,08,0,0,0,,1969
010964912,TAHARATH HAMISHPACHA SOCIETY,% MICHELLE DEMBE,2736 E MAIN ST,COLUMBUS,OH,43209-2534,0000,03,3,1000,201412,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,MIKVAH SOCIETY
010965347,SOIETY OF ST VINCENT DE PAUL ST PATRICK PROVIDENCE CONFERENCE,% ROSEMARY COX,9408 SALISBURY RD,MONCLOVA,OH,43542-9700,6442,03,9,1000,201904,1,16,000000000,1,01,202409,0,0,02,0,09,0,0,0,X99,SAINT PATRICK PROVIDENCE CONFERENCE
010965857,BHUTANESE COMMUNITY ASSOCIATION OF AKRON INC,% MANORATH KHANAL,1670 BRITTAIN RD,AKRON,OH,44310-2702,0000,03,3,1200,201101,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
010966690,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY TO WALBRID,% LOUISE DAY,109 N MAIN ST,WALBRIDGE,OH,43465-1012,0000,19,3,1000,202004,1,00,000000000,5,01,202406,0,0,02,0,06,0,0,0,W30,
010966984,DIOCESAN COUNCIL OF TOLEDO SOCIETY OF SAINT VINCENT DE PAUL,% LEONA LOVELAND,1205 N SHOOP AVE,WAUSEON,OH,43567-1859,6442,03,9,1000,201904,1,16,000000000,1,01,202409,0,0,01,0,09,0,0,0,X99,SAINT CASPR CONFERNCE
010970003,THE ELMWOOD MUSIC BOOSTERS,% JAMES J BENEDICT,7650 JERRY CITY RD,BLOOMDALE,OH,44817-9763,0000,03,3,1000,202201,1,15,000000000,5,01,202406,0,0,02,0,06,0,0,0,B94,
010970293,POWELL CITIZEN POLICE ACADEMY ALUMNI ASSOCIATION,% MIKE FALK,47 HALL ST,POWELL,OH,43065-8357,0000,03,3,1000,201709,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,W24,
010973687,NORTHWEST OHIO HEALTH INFORMATION MANAGEMENT ASSOCIATION,% AMY KELLER,PO BOX 235,PERRYSBURG,OH,43552-0235,0000,06,3,1000,201202,2,00,000000000,1,01,202406,0,0,02,0,06,0,0,0,S41,
016007004,J BYRON CHAPLIN TRUST UW,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202412,4,3,00,1,12,325594,41719,,,KEY TRUST CO OF MAINE
016007022,SECOND ABRAHAM & FANNIE LEVEY FOUNDATION TRUST 101200367720,% KEY TRUST,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,195908,1,04,602000000,2,01,202410,5,5,00,1,10,914767,574761,,,
016007090,WILL C ATKINS TRUST NECT,,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,928000000,6,12,202404,4,3,00,1,04,356917,44687,,,
016007091,GEORGE G & FRANCES M AVERILL END TRUST,% KEYBANK NATIONAL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,909000000,6,12,202404,4,3,00,1,04,418297,52076,,,
016007099,JOSEPH L BARNUM TRUST NECT C/O DEPOSITORS TRUST CO TTEE,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199111,1,04,040000000,2,01,202408,4,3,00,1,08,250878,27403,,,
016007103,WILLIAM BRADSTREET TR 1909 CFDN 10- 102160377320,% KEYTRUST CO NATIONAL ASSOCIATION,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202408,3,2,00,1,08,32261,11665,,,48
016007104,WILLIAM BRADSTREET TR 1908 CFDN 10- 102160377340,% KEYTRUST CO NATIONAL ASSOCIATION,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,909000000,2,12,202408,3,2,00,1,08,41038,13817,,,
